Month,Customer PO Number,Blue Stock PO number,BHVN PO Number,Sales Month,Inv. Number,Inv. Date,Item #,Qty,Unit price (US$),Total Value (US$),Ship Date,CHD,EHD,AHD,Delay/On Time,Delay/Ontime,BL Number,Customer,Brand,Status,ETA,Date of Booking Placed,Date of Booking Confirmation,Booking time,Reason of Delay,Year,Model Code,Item #/Iman Code ,Item Code,Size,Vessel Name
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-09,100.0,6.74,674.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-10,3500.0,6.74,23590.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-11,3450.0,6.74,23253.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,R179G-06,950.0,6.8999999999999995,6554.999999999999,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,R179G-09,200.0,6.8999999999999995,1380.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,R179G-12,1400.0,6.8999999999999995,9660.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,662-08,750.0,6.7,5025.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,662-09,850.0,6.7,5695.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,662-10,1600.0,6.7,10720.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,662-11,1400.0,6.7,9380.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,662-13,250.0,6.7,1675.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,665G-10,3650.0,7.75,28287.5,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26418,26418,BHVN-869,2021-01-28,BHVN764,2021-01-11 00:00:00,665G-11,2200.0,7.75,17050.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26419,26419,BHVN-870,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-09,2500.0,6.74,16850.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26419,26419,BHVN-870,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-10,5650.0,6.74,38081.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26419,26419,BHVN-870,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-11,4600.0,6.74,31004.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26420,26420,BHVN-871,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-09,1100.0,6.74,7414.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26420,26420,BHVN-871,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-10,1150.0,6.74,7751.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26420,26420,BHVN-871,2021-01-28,BHVN764,2021-01-11 00:00:00,R169G-11,1150.0,6.74,7751.0,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-10-21 00:00:00.000,26420,26420,BHVN-871,2021-01-28,BHVN764,2021-01-11 00:00:00,R179G-10,250.0,6.8999999999999995,1724.9999999999998,2021-01-14 00:00:00,NaT,NaT,2020-11-30 00:00:00,44165.0,delay,HCMDAL38990,RNG,RNG,Shipped,2021-02-01 00:00:00,2020-12-18 00:00:00,2021-01-11 00:00:00,24.0,,2021,,,,,
2020-09-21 00:00:00.000,25247,25247,BHVN-848,2021-01-28,BHVN765,2021-01-18 00:00:00,HHPPGU1,20480.0,3.29,67379.2,2021-01-25 00:00:00,NaT,NaT,2021-01-10 00:00:00,44206.0,delay,HLCUSGN2012BNKV0,BT-TT,TT,Shipped,2021-03-05 00:00:00,2020-12-10 00:00:00,2020-12-26 00:00:00,16.0,,2021,,,,,
2020-09-21 00:00:00.000,25249,25249,BHVN-850,2021-01-28,BHVN765,2021-01-18 00:00:00,HHPPGU2,20480.0,3.29,67379.2,2021-01-25 00:00:00,NaT,NaT,2021-01-10 00:00:00,44206.0,delay,HLCUSGN2012BNKV0,BT-TT,TT,Shipped,2021-03-05 00:00:00,2020-12-10 00:00:00,2020-12-26 00:00:00,16.0,,2021,,,,,
2020-09-21 00:00:00.000,25251,25251,BHVN-852,2021-01-28,BHVN765,2021-01-18 00:00:00,HHPPGU3,20480.0,3.29,67379.2,2021-01-25 00:00:00,NaT,NaT,2021-01-10 00:00:00,44206.0,delay,HLCUSGN2012BNKV0,BT-TT,TT,Shipped,2021-03-05 00:00:00,2020-12-10 00:00:00,2020-12-26 00:00:00,16.0,,2021,,,,,
2020-10-20 00:00:00.000,68725,68725,BHVN-867,2021-01-28,BHVN766,2021-01-11 00:00:00,4071-L,288.0,8.65,2491.2000000000003,2021-01-13 00:00:00,NaT,NaT,2020-12-22 00:00:00,44187.0,delay,5277879134,HX,HX,Shipped,2021-01-18 00:00:00,2021-01-08 00:00:00,2021-01-11 00:00:00,3.0,,2021,,,,,
2020-10-20 00:00:00.000,68726,68726,BHVN-868,2021-01-28,BHVN766,2021-01-11 00:00:00,4072-L,936.0,6.72,6289.92,2021-01-13 00:00:00,NaT,NaT,2020-12-22 00:00:00,44187.0,delay,5277879134,HX,HX,Shipped,2021-01-18 00:00:00,2021-01-08 00:00:00,2021-01-11 00:00:00,3.0,,2021,,,,,
2020-10-20 00:00:00.000,68726,68726,BHVN-868,2021-01-28,BHVN766,2021-01-11 00:00:00,4072-M,2124.0,6.72,14273.279999999999,2021-01-13 00:00:00,NaT,NaT,2020-12-22 00:00:00,44187.0,delay,5277879134,HX,HX,Shipped,2021-01-18 00:00:00,2021-01-08 00:00:00,2021-01-11 00:00:00,3.0,,2021,,,,,
2020-12-01 00:00:00.000,25635,25635,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGFL1,496.0,3.7,1835.2,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25636,25636,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGFL2,496.0,3.7,1835.2,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25637,25637,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGFL3,496.0,3.7,1835.2,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25638,25638,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGHV1,496.0,3.75,1860.0,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25639,25639,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGHV2,496.0,3.75,1860.0,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25640,25640,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGHV3,496.0,3.75,1860.0,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25641,25641,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGL1,496.0,5.9,2926.4,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25642,25642,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGL2,496.0,5.9,2926.4,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25643,25643,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGL3,496.0,5.9,2926.4,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25986,25986,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGF1,2560.0,3.38,8652.8,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25949,25949,BHVN-880,2021-01-28,BHVN767,2021-01-27 00:00:00,HHPPGD2,2048.0,4.66,9543.68,2021-02-20 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,HCMS01735403,BT-TT,TT,Shipped,2021-04-08 00:00:00,2020-12-28 00:00:00,2021-01-20 00:00:00,23.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGHV1,29.0,3.75,108.75,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGHV2,29.0,3.75,108.75,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGHV3,29.0,3.75,108.75,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGL1,29.0,5.9,171.10000000000002,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGL2,29.0,5.9,171.10000000000002,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGL3,29.0,5.9,171.10000000000002,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGFL1,29.0,3.7,107.30000000000001,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGFL2,29.0,3.7,107.30000000000001,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGFL3,29.0,3.7,107.30000000000001,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,Empty carton HHPPGW ,2.0,0.1,0.2,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGW1,39.0,6.0,234.0,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGW2,39.0,6.0,234.0,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGW3,39.0,6.0,234.0,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGW1,8.0,6.0,48.0,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGW2,8.0,6.0,48.0,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGW3,8.0,6.0,48.0,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGFL1,11.0,3.7,40.7,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGFL2,11.0,3.7,40.7,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGFL3,11.0,3.7,40.7,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGHV1,11.0,3.75,41.25,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGHV2,11.0,3.75,41.25,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGHV3,11.0,3.75,41.25,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGL1,11.0,5.9,64.9,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
2020-12-01 00:00:00.000,25834,25834,BHVN-880,2021-01-28,BHVN768,2021-01-09 00:00:00,HHPPGL2,11.0,5.9,64.9,2021-01-11 00:00:00,NaT,NaT,2021-01-20 00:00:00,44216.0,delay,DHL Express,BT-TT,TT,Shipped,2021-01-11 00:00:00,2021-01-14 00:00:00,2021-01-14 00:00:00,0.0,,2021,,,,,
